Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
donate furniture with free pick up ottawa,2,2,140,14,2.11,https://www.firstratemovers.com/furniture-donation-disposal/,2,0.08,4.00,0.62,900000,"[12,12,15,19,12,15,19,19,19,23,15,29]",2026-01-21,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
moving help ottawa,9,9,590,16,3.07,https://www.firstratemovers.com/,2,0.08,6.00,0.37,115000000,"[24,20,10,13,20,36,55,55,55,45,45,36]",2026-01-13,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
movers toronto to ottawa,7,7,110,5,8.14,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,2,0.08,16.00,0.44,1520000,"[64,64,64,100,100,52,52,64,64,64,100,64]",2026-01-24,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
shared moving trucks,9,9,320,16,0.00,https://www.firstratemovers.com/consolidated-moves-between-cities-can-save-you-money/,2,0.08,0.00,0.29,139000000,"[66,66,54,66,66,66,54,66,66,100,81,66]",2026-01-24,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
how much is moving service,9,9,320,20,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,5.00,0.83,1490000000,"[100,54,44,23,66,54,44,29,23,29,23,15]",2026-01-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
piano moving estimate,7,7,260,5,1.82,https://www.firstratemovers.com/ottawa-piano-movers/,2,0.08,3.00,0.18,5870000,"[23,54,81,100,29,23,29,23,29,9,15,54]",2026-02-26,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving company cost per hour,7,7,90,9,2.46,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,4.00,0.76,433000000,"[35,64,64,78,50,64,64,35,50,100,50,50]",2026-01-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving companies prices,9,9,140,8,3.44,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,6.00,0.76,0,"[35,66,100,35,35,2,17,28,28,43,28,12]",2026-02-27,"Sitelinks, Video, Related searches, AI overview",transactional,Organic
moving companies milton ontario,2,2,210,20,8.32,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,16.00,0.55,3800000,"[54,35,54,29,100,18,4,4,43,54,81,35]",2026-03-03,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
moving company prices,9,9,320,15,3.44,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,6.00,0.76,465000000,"[66,100,81,54,54,44,44,44,23,35,35,18]",2026-01-26,"Sitelinks, Video, People also ask, Related searches, AI overview",transactional,Organic
how much do movers cost,12,12,590,17,2.19,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,4.00,0.76,3880000000,"[54,54,67,81,100,81,54,67,67,67,54,44]",2026-01-27,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving cost,10,10,480,14,3.33,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,6.00,0.54,1480000000,"[32,32,32,39,48,48,48,39,59,72,59,48]",2026-01-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much would a moving company cost,12,12,720,15,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,5.00,0.83,912000000,"[76,76,76,100,76,67,76,24,36,36,24,20]",2026-02-25,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving companies in ottawa,2,2,260,41,6.95,https://www.firstratemovers.com/,2,0.08,13.00,0.86,84100000,"[23,67,4,4,44,54,12,36,29,23,36,19]",2026-02-09,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
moving and storage ottawa,4,4,90,34,5.11,https://www.firstratemovers.com/free-storage-ottawa/,2,0.08,10.00,0.93,20800000,"[6,9,12,15,21,12,12,43,43,34,43,43]",2026-01-18,"Local pack, Image, Related searches",commercial,Organic
furniture consignment ottawa,4,4,170,18,0.45,https://www.firstratemovers.com/furniture-donation-disposal/,2,0.08,0.00,0.89,333000,"[53,65,34,53,43,53,43,65,34,65,81,21]",2026-03-02,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,People also ask
ottawa moving,7,7,110,37,7.83,https://www.firstratemovers.com/,2,0.08,15.00,0.41,0,"[5,5,5,8,5,5,16,16,10,8,10,8]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
furniture movement service,1,1,90,14,4.00,https://www.firstratemovers.com/professional-hoisting/,2,0.08,8.00,0.63,384000000,"[11,11,41,64,64,82,64,41,41,100,29,52]",2026-02-15,"Local pack, Video, Related searches, AI overview",informational,AI overview
movers in ajax ontario,1,1,140,10,8.71,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,17.00,0.68,130000,"[29,22,10,4,100,29,29,35,35,35,29,18]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
moving prices,14,14,720,12,3.33,https://www.firstratemovers.com/local-ottawa-moving-rates/,2,0.08,6.00,0.54,710000000,"[24,55,67,100,76,36,36,30,67,67,55,30]",2026-01-22,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",transactional,Organic
commercial movers near me,15,15,720,23,18.29,https://www.firstratemovers.com/,1,0.04,18.00,0.67,23000000,"[68,84,100,84,46,11,8,25,20,16,16,16]",2026-02-18,"Local pack, People also ask, Related searches",transactional,Organic
cheapest moving,5,5,70,35,4.49,https://www.firstratemovers.com/,1,0.04,4.00,0.8,210,"[15,11,23,15,15,5,8,11,5,5,6,6]",2026-03-10,"Local pack, Video, Popular products, Related searches, AI overview",commercial,Organic
piano movers near me,11,11,590,21,2.61,https://www.firstratemovers.com/ottawa-piano-movers/,1,0.04,2.00,0.56,6200000,"[48,48,100,88,72,39,39,39,39,88,59,59]",2026-01-26,"Local pack, Video, Ads bottom, People also ask, Related searches",transactional,Organic
furniture movers ottawa,5,5,210,25,3.60,https://www.firstratemovers.com/professional-hoisting/,1,0.04,3.00,0.72,1020000,"[5,5,5,7,7,11,11,59,39,32,39,39]",2026-01-15,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
piano movers cost,6,6,140,4,1.82,https://www.firstratemovers.com/ottawa-piano-movers/,1,0.04,1.00,0.18,4310000,"[21,28,34,43,43,15,6,53,65,100,34,65]",2026-02-28,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
ottawa movers reviews,4,4,70,12,2.22,https://www.firstratemovers.com/reviews/,1,0.04,2.00,0.71,1480000,"[14,14,14,28,28,35,78,78,100,50,64,35]",2026-01-19,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
moving services in ottawa,3,3,170,50,6.95,https://www.firstratemovers.com/,1,0.04,6.00,0.86,20800000,"[37,20,1,0,3,2,0,8,8,5,4,4]",2026-02-13,"Local pack, People also ask, Related searches",commercial,Organic
local mover,7,7,70,39,5.77,https://www.firstratemovers.com/,1,0.04,5.00,0.4,0,"[1,3,4,1,4,5,8,6,4,4,6,5]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
pro moving company,6,6,140,22,6.11,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,1,0.04,6.00,0.23,669000000,"[82,82,64,82,64,82,64,64,82,64,64,100]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches, See results about",commercial,People also ask
movers ottawa,30,30,1600,46,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,6.00,0.86,2180000,"[44,30,65,44,44,55,44,65,55,55,55,55]",2026-01-26,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
commercial moving companies near me,8,8,210,24,18.29,https://www.firstratemovers.com/,1,0.04,18.00,0.67,305000000,"[88,72,7,5,3,2,3,17,21,14,14,21]",2026-03-03,"Local pack, Video, People also ask, Related searches",transactional,Organic
ottawa fast movers,10,10,50,22,1.83,https://www.firstratemovers.com/,1,0.04,1.00,0.19,694000,"[19,19,15,15,42,26,7,19,19,11,7,7]",2026-02-25,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
moving boxes close to me,37,37,1600,36,1.48,https://www.firstratemovers.com/moving-boxes-and-supplies/,1,0.04,1.00,1,164000000,"[66,54,79,100,100,79,54,66,100,79,36,41]",2026-02-27,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
movers from toronto to ottawa,6,6,70,6,8.14,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,1,0.04,8.00,0.44,588000,"[9,4,4,14,23,19,100,33,42,23,42,33]",2026-01-18,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
moving storage,20,20,1000,62,7.04,https://www.firstratemovers.com/free-storage-ottawa/,1,0.04,7.00,0.31,685000000,"[20,24,36,55,36,30,45,81,100,100,81,100]",2026-02-08,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic
moving company quotes,14,14,880,44,10.30,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,10.00,0.6,0,"[36,45,100,62,45,81,55,45,62,45,45,45]",2026-03-07,"Local pack, Image pack, Video, Image, Ads bottom, Related searches, AI overview","commercial, informational",Organic
moving quotes,11,11,1000,51,9.28,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,9.00,0.42,603000000,"[67,45,76,76,100,76,100,76,76,100,76,76]",2026-02-11,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
size of boxes for moving,5,5,110,28,0.57,https://www.firstratemovers.com/typical-number-of-boxes-on-a-move/,1,0.04,0.00,1,170000000,"[78,78,78,78,100,100,100,100,100,100,64,78]",2026-02-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
storage in ottawa ontario,21,21,720,47,3.65,https://www.firstratemovers.com/free-storage-ottawa/,1,0.04,3.00,0.71,11200000,"[84,68,7,8,7,100,68,13,13,16,16,7]",2026-02-04,"Local pack, Image, People also ask, Related searches",commercial,Organic
shared moving trucks,12,12,320,16,0.00,https://www.firstratemovers.com/consolidated-moves-between-cities-can-save-you-money/,1,0.04,0.00,0.29,139000000,"[66,66,54,66,66,66,54,66,66,100,81,66]",2026-01-24,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
laporte moving reviews,7,7,170,15,0.00,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,1,0.04,0.00,0.01,662000,"[53,65,53,65,65,43,81,34,53,81,43,34]",2026-03-04,"Knowledge panel, People also ask, Related searches, AI overview",commercial,People also ask
laporte moving reviews,7,7,170,15,0.00,https://www.firstratemovers.com/,1,0.04,0.00,0.01,662000,"[53,65,53,65,65,43,81,34,53,81,43,34]",2026-03-04,"Knowledge panel, People also ask, Related searches, AI overview",commercial,People also ask
mover service,14,14,480,67,6.50,https://www.firstratemovers.com/,1,0.04,6.00,0.1,0,"[46,0,2,2,31,2,3,13,16,25,25,100]",2026-03-06,"Local pack, Video, Related searches",commercial,Organic
furniture donation ottawa,12,12,260,15,1.73,https://www.firstratemovers.com/furniture-donation-disposal/,1,0.04,1.00,0.77,0,"[36,23,29,36,36,36,54,44,44,36,44,54]",2026-03-09,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
issa furniture movers,5,5,90,22,1.66,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,1,0.04,1.00,0.23,82,"[29,41,82,100,11,64]",2026-03-04,"Knowledge panel, People also ask, Related searches",informational,People also ask
issa furniture movers,5,5,90,22,1.66,https://www.firstratemovers.com/,1,0.04,1.00,0.23,82,"[29,41,82,100,11,64]",2026-03-04,"Knowledge panel, People also ask, Related searches",informational,People also ask
business moving companies near me,27,27,1900,23,6.38,https://www.firstratemovers.com/,1,0.04,6.00,0.22,0,"[1,16,53,100,35,29,53,44,53,16,18,18]",2026-03-08,"Local pack, Video, Related searches",transactional,Organic
business moving companies near me,30,30,1900,23,6.38,https://www.firstratemovers.com/,1,0.04,6.00,0.22,0,"[1,16,53,100,35,29,53,44,53,16,18,18]",2026-03-08,"Local pack, Video, Related searches",transactional,Organic
how to move a tv,1,1,50,31,1.47,https://www.firstratemovers.com/how-to-safely-move-your-big-screen-tv/,1,0.04,1.00,0.52,2580000000,"[100,78,14,78,14,14,14,14,78,14,14,14]",2026-02-24,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
moving company rates per hour,4,4,70,9,2.46,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,2.00,0.76,151000000,"[45,81,63,81,45,63,63,36,63,81,63,63]",2026-01-16,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
local movers,29,29,1600,23,5.44,https://www.firstratemovers.com/local-moving-in-ottawa/,1,0.04,5.00,0.15,2410000000,"[29,13,29,22,13,20,36,100,29,43,54,65]",2026-02-12,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
movers price,14,14,390,8,3.33,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,3.00,0.54,215,"[36,54,44,54,66,81,66,100,54,54,36,36]",2026-03-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
full service movers,7,7,320,62,6.65,https://www.firstratemovers.com/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-website,1,0.04,6.00,0.15,138000000,"[10,10,10,10,10,16,100,20,24,20,24,24]",2026-01-13,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",commercial,Local pack
how much is a moving company,9,9,320,13,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,2.00,0.83,1450000000,"[81,66,15,44,81,66,35,81,66,66,44,44]",2026-01-18,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
small moving companies ottawa,3,3,90,38,2.45,https://www.firstratemovers.com/,1,0.04,2.00,0.92,9220000,"[50,64,64,64,64,64,64,78,100,100,64,64]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
moving costs ontario,10,10,390,13,2.28,https://www.firstratemovers.com/typical-move-costs-for-2024/,1,0.04,2.00,0.22,23100000,"[54,54,54,66,66,66,54,66,66,100,81,66]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving costs ontario,11,11,390,13,2.28,https://www.firstratemovers.com/typical-move-costs-for-2024/,1,0.04,2.00,0.22,23100000,"[54,54,54,66,66,66,54,66,66,100,81,66]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
where to find moving boxes,21,21,1000,38,0.89,https://www.firstratemovers.com/moving-boxes-and-supplies/,1,0.04,0.00,1,364000000,"[55,67,67,76,76,100,67,100,76,76,55,55]",2026-01-24,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, AI overview",informational,Organic
moving companies ottawa ontario,3,3,70,45,6.95,https://www.firstratemovers.com/,1,0.04,6.00,0.86,6630000,"[0,100,0,0,19,7,26,26,53,80,26,15]",2026-01-18,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
how much are movers,11,11,590,22,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,2.00,0.83,178000000,"[100,76,55,55,13,55,55,36,30,30,24,24]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ottawa movers,32,32,1600,47,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,6.00,0.86,2450000,"[10,10,13,24,66,35,24,35,35,35,44,35]",2026-01-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
piano moving company price,7,7,90,4,1.82,https://www.firstratemovers.com/ottawa-piano-movers/,1,0.04,1.00,0.18,17500000,"[18,18,0,14,100,0,0,10,22,29,22,2]",2026-03-01,"Sitelinks, People also ask, Related searches, AI overview",transactional,Organic
get moving company,10,10,390,59,4.28,https://www.firstratemovers.com/,1,0.04,4.00,0.86,1510000000,"[36,62,62,100,1,1,1,1,1,1,1,1]",2026-01-21,"Local pack, Video, People also ask, Related searches",transactional,Organic
ottawa furniture donation,5,5,90,21,1.53,https://www.firstratemovers.com/furniture-donation-disposal/,1,0.04,1.00,0.69,1430000,"[19,19,33,42,23,33,23,80,42,66,66,52]",2026-01-20,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
moving cost,12,12,480,14,3.33,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,3.00,0.54,1480000000,"[32,32,32,39,48,48,48,39,59,72,59,48]",2026-01-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
movers st catharines ontario,5,5,210,21,5.72,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,5.00,0.81,127,"[28,28,23,35,54,35,23,28,35,28,35,23]",2026-03-04,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
movers niagara falls ontario,3,3,110,26,6.38,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,6.00,0.7,308000,"[64,82,100,41,64,52,5,52,41,82,82,52]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
movers ajax ontario,4,4,110,24,8.71,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,8.00,0.68,129000,"[53,42,34,26,26,42,19,80,65,65,53,34]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
moving comoany,6,6,90,64,7.03,https://www.firstratemovers.com/local-ottawa-moving-rates/,1,0.04,7.00,0.66,0,"[35,2,2,0,2,2,82,7,23,100,28,2]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
